Time (s) Run #1,,analog
11656,1338,236
11657,1338,236
11658,1338,236
11659,1338,236
11660,1340,228
11661,1340,235
11662,1340,236
11663,1340,236
11664,1342,237
11665,1342,237
11666,1342,237
11667,1342,237
11668,1342,237
11669,1342,237
11670,1342,237
11671,1342,237
11672,1342,237
11673,1342,238
11674,1342,237
11675,1342,238
11676,1342,238
11677,1342,238
11678,1342,238
11679,1342,238
11680,1342,237
11681,1342,238
11682,1342,237
11683,1342,237
11684,1342,228
11685,1342,234
11686,1342,233
11687,1342,232
11688,1342,233
11689,1342,233
11690,1342,233
11691,1342,232
11692,1342,233
11693,1342,230
11694,1342,230
11695,1340,230
11696,1340,231
11697,1340,235
11698,1340,234
11699,1340,235
11700,1340,235
11701,1342,235
11702,1340,235
11703,1340,235
11704,1340,236
11705,1340,236
11706,1340,236
11707,1340,237
11708,1340,236
11709,1342,235
11710,1342,231
11711,1342,234
11712,1342,234
11713,1342,234
11714,1342,223
11715,1342,234
11716,1342,234
11717,1342,235
11718,1342,235
11719,1342,235
11720,1342,235
11721,1342,227
11722,1342,234
11723,1342,235
11724,1342,235
11725,1342,235
11726,1342,236
11727,1342,236
11728,1342,235
11729,1342,236
11730,1340,236
11731,1340,231
11732,1340,235
11733,1340,235
11734,1340,236
11735,1340,236
11736,1340,235
11737,1340,235
11738,1340,235
11739,1340,235
11740,1340,235
11741,1340,235
11742,1342,235
11743,1342,235
11744,1342,235
11745,1342,234
11746,1342,231
11747,1342,233
11748,1342,233
11749,1342,233
11750,1342,234
11751,1342,233
11752,1340,233
11753,1340,230
11754,1340,230
11755,1340,231
11756,1340,231
11757,1340,231
11758,1340,232
11759,1340,232
11760,1340,232
11761,1340,232
11762,1340,232
11763,1340,232
11764,1340,232
11765,1340,232
11766,1340,232
11767,1340,225
11768,1340,230
11769,1340,231
11770,1340,231
11771,1340,232
11772,1340,232
11773,1342,232
11774,1342,232
11775,1342,232
11776,1342,232
11777,1342,232
11778,1342,233
11779,1342,233
11780,1342,233
11781,1342,233
11782,1342,233
11783,1342,233
11784,1342,233
11785,1342,233
11786,1342,233
11787,1342,233
11788,1342,233
11789,1342,231
11790,1342,230
11791,1342,232
11792,1342,232
11793,1342,232
11794,1342,233
11795,1342,233
11796,1342,233
11797,1342,233
11798,1342,233
11799,1342,234
11800,1340,234
11801,1340,234
11802,1340,234
11803,1340,233
11804,1340,234
11805,1340,234
11806,1340,228
11807,1340,227
11808,1342,231
11809,1342,227
11810,1342,231
11811,1342,232
11812,1344,232
11813,1344,233
11814,1344,233
11815,1344,233
11816,1344,233
11817,1346,233
11818,1346,233
11819,1346,233
11820,1346,234
11821,1348,234
11822,1348,234
11823,1348,236
11824,1348,235
11825,1348,235
11826,1348,235
11827,1350,235
11828,1350,235
11829,1350,235
11830,1352,236
11831,1352,236
11832,1354,236
11833,1356,236
11834,1356,235
11835,1356,235
11836,1358,229
11837,1358,233
11838,1358,234
11839,1360,234
11840,1360,234
11841,1360,235
11842,1362,235
11843,1362,235
11844,1362,235
11845,1362,236
11846,1362,236
11847,1362,236
11848,1362,236
11849,1362,236
11850,1362,236
11851,1362,236
11852,1362,236
11853,1362,236
11854,1362,236
11855,1362,236
11856,1362,236
11857,1362,236
11858,1364,236
11859,1364,236
11860,1364,236
11861,1364,236
11862,1364,235
11863,1364,235
11864,1364,235
11865,1364,231
11866,1364,235
11867,1364,235
11868,1364,235
11869,1364,235
11870,1366,235
11871,1366,234
11872,1366,234
11873,1366,234
11874,1366,235
11875,1366,235
11876,1368,235
11877,1368,235
11878,1368,236
11879,1368,236
11880,1370,236
11881,1370,235
11882,1370,235
11883,1370,235
11884,1370,233
11885,1370,235
11886,1370,236
11887,1370,236
11888,1370,236
11889,1370,236
11890,1370,236
11891,1370,236
11892,1370,236
11893,1370,236
11894,1370,236
11895,1370,236
11896,1370,229
11897,1372,233
11898,1372,234
11899,1372,235
11900,1372,235
11901,1372,235
11902,1374,235
11903,1372,236
11904,1372,236
11905,1372,236
11906,1372,236
11907,1372,236
11908,1374,236
11909,1374,236
11910,1374,236
11911,1374,236
11912,1374,236
11913,1374,236
11914,1374,230
11915,1374,227
11916,1374,236
11917,1376,237
11918,1376,237
11919,1376,236
11920,1376,237
11921,1376,237
11922,1376,237
11923,1376,237
11924,1376,236
11925,1376,236
11926,1376,237
11927,1376,231
11928,1376,233
11929,1376,234
11930,1376,235
11931,1376,235
11932,1376,236
11933,1376,236
11934,1376,236
11935,1376,236
11936,1376,236
11937,1374,236
11938,1374,226
11939,1374,234
11940,1374,234
11941,1374,235
11942,1374,235
11943,1374,236
11944,1374,236
11945,1374,236
11946,1374,236
11947,1374,232
11948,1374,233
11949,1374,235
11950,1374,236
11951,1374,236
11952,1374,236
11953,1374,237
11954,1374,236
11955,1374,237
11956,1374,237
11957,1374,237
11958,1376,236
11959,1376,229
11960,1376,235
11961,1376,235
11962,1378,236
11963,1378,236
11964,1378,237
11965,1378,236
11966,1378,230
11967,1378,234
11968,1378,235
11969,1378,234
11970,1380,235
11971,1380,234
11972,1380,235
11973,1380,237
11974,1380,237
11975,1380,238
11976,1380,238
11977,1380,238
11978,1380,238
11979,1380,238
11980,1380,238
11981,1380,238
11982,1380,238
11983,1380,239
11984,1380,239
11985,1380,239
11986,1380,239
11987,1382,239
11988,1382,239
11989,1382,239
11990,1382,239
11991,1382,238
11992,1384,238
11993,1384,238
11994,1384,238
11995,1384,238
11996,1384,238
11997,1384,238
11998,1386,238
11999,1386,236
12000,1386,223
12001,1386,236
12002,1386,237
12003,1388,237
12004,1388,237
12005,1388,237
12006,1388,237
12007,1388,237
12008,1388,237
12009,1388,237
12010,1388,237
12011,1388,237
12012,1388,237
12013,1388,237
12014,1388,237
12015,1388,231
12016,1388,229
12017,1388,234
12018,1388,234
12019,1388,234
12020,1388,235
12021,1388,235
12022,1390,235
12023,1390,235
12024,1390,235
12025,1390,235
12026,1390,228
12027,1390,233
12028,1390,234
12029,1390,234
12030,1390,234
12031,1390,234
12032,1390,234
12033,1390,235
12034,1390,235
12035,1390,235
12036,1390,235
12037,1390,235
12038,1392,235
12039,1392,235
12040,1392,235
12041,1392,229
12042,1392,229
12043,1392,231
12044,1392,233
12045,1392,233
12046,1392,233
12047,1392,233
12048,1392,233
12049,1392,233
12050,1392,234
12051,1392,234
12052,1392,234
12053,1392,234
12054,1392,234
12055,1392,234
12056,1392,234
12057,1392,234
12058,1392,234
12059,1392,235
12060,1392,235
12061,1392,235
12062,1392,235
12063,1392,235
12064,1392,235
12065,1392,235
12066,1394,235
12067,1394,235
12068,1394,235
12069,1394,227
12070,1394,230
12071,1394,228
12072,1392,234
12073,1392,235
12074,1392,236
12075,1392,236
12076,1392,236
12077,1394,236
12078,1392,236
12079,1392,236
12080,1392,236
12081,1392,237
12082,1392,236
12083,1392,236
12084,1392,236
12085,1392,236
12086,1392,237
12087,1390,237
12088,1390,237
12089,1390,237
12090,1390,237
12091,1390,237
12092,1390,237
12093,1390,237
12094,1392,237
12095,1392,237
12096,1392,237
12097,1392,237
12098,1392,237
12099,1392,237
12100,1392,237
12101,1392,237
12102,1394,237
12103,1394,237
12104,1394,237
12105,1394,237
12106,1396,237
12107,1396,237
12108,1396,234
12109,1396,234
12110,1398,232
12111,1398,232
12112,1398,230
12113,1398,231
12114,1398,234
12115,1398,235
12116,1398,236
12117,1396,236
12118,1396,236
12119,1396,236
12120,1396,236
12121,1396,236
12122,1396,236
12123,1398,234
12124,1398,230
12125,1398,234
12126,1398,235
12127,1398,232
12128,1398,234
12129,1398,235
12130,1398,234
12131,1398,232
12132,1398,231
12133,1398,236
12134,1398,236
12135,1398,236
12136,1398,237
12137,1398,236
12138,1398,237
12139,1398,237
12140,1398,237
12141,1398,237
12142,1398,236
12143,1398,227
12144,1398,235
12145,1398,236
12146,1398,237
12147,1398,237
12148,1398,237
12149,1398,237
12150,1398,237
12151,1398,228
12152,1398,235
12153,1400,238
12154,1400,238
12155,1400,238
12156,1402,238
12157,1402,238
12158,1402,239
12159,1404,238
12160,1404,238
12161,1404,238
12162,1404,238
12163,1404,238
12164,1404,238
12165,1404,232
12166,1404,236
12167,1404,232
12168,1404,231
12169,1406,234
12170,1404,235
12171,1404,236
12172,1404,230
12173,1404,233
12174,1404,235
12175,1404,237
12176,1404,237
12177,1404,237
12178,1404,237
12179,1404,237
12180,1404,237
12181,1404,237
12182,1404,235
12183,1404,237
12184,1404,237
12185,1404,237
12186,1404,237
12187,1404,238
12188,1404,238
12189,1404,238
12190,1404,238
12191,1404,238
12192,1404,229
12193,1404,237
12194,1406,237
12195,1406,237
12196,1406,237
12197,1406,237
12198,1406,237
12199,1406,237
12200,1406,237
12201,1406,238
12202,1406,238
12203,1408,238
12204,1408,238
12205,1408,238
12206,1408,232
12207,1408,237
12208,1408,237
12209,1408,237
12210,1408,234
12211,1408,238
12212,1408,234
12213,1408,238
12214,1410,238
12215,1410,238
12216,1410,238
12217,1410,238
12218,1410,236
12219,1410,237
12220,1410,237
12221,1410,236
12222,1410,237
12223,1410,237
12224,1410,237
12225,1412,237
12226,1412,237
12227,1412,234
12228,1412,237
12229,1412,237
12230,1412,237
12231,1414,232
12232,1414,232
12233,1414,229
12234,1416,226
12235,1416,237
12236,1416,238
12237,1416,238
12238,1416,239
12239,1416,238
12240,1416,239
12241,1418,240
12242,1418,240
12243,1418,240
12244,1418,240
12245,1418,240
12246,1418,240
12247,1418,240
12248,1420,240
12249,1420,240
12250,1420,240
12251,1420,240
12252,1420,240
12253,1420,240
12254,1420,240
12255,1420,240
12256,1420,240
12257,1420,232
12258,1420,232
12259,1420,232
12260,1420,233
12261,1420,235
12262,1420,237
12263,1420,238
12264,1420,238
12265,1420,237
12266,1422,237
12267,1422,235
12268,1422,231
12269,1420,238
12270,1420,239
12271,1420,239
12272,1420,240
12273,1420,240
12274,1420,240
12275,1420,241
12276,1420,241
12277,1420,241
12278,1422,241
12279,1420,241
12280,1420,241
12281,1420,241
12282,1420,241
12283,1420,240
12284,1420,241
12285,1420,241
12286,1420,242
12287,1420,241
12288,1422,240
12289,1422,240
12290,1422,241
12291,1422,241
12292,1422,241
12293,1422,241
12294,1420,241
12295,1420,241
12296,1420,241
12297,1420,241
12298,1420,241
12299,1420,241
12300,1420,241
12301,1422,241
12302,1422,241
12303,1420,241
12304,1420,241
12305,1420,241
12306,1420,241
12307,1420,241
12308,1420,241
12309,1420,241
12310,1420,241
12311,1420,241
12312,1422,241
12313,1422,241
12314,1422,240
12315,1422,240
12316,1422,241
12317,1422,241
12318,1422,240
12319,1422,240
12320,1422,240
12321,1422,240
12322,1422,240
12323,1422,239
12324,1422,233
12325,1422,230
12326,1422,236
12327,1424,238
12328,1424,237
12329,1424,230
12330,1424,238
12331,1424,238
12332,1424,238
12333,1424,238
12334,1424,238
12335,1424,238
12336,1424,231
12337,1424,235
12338,1424,236
12339,1424,237
12340,1426,236
12341,1426,233
12342,1426,232
12343,1426,233
12344,1426,237
12345,1426,236
12346,1428,235
12347,1428,227
12348,1428,229
12349,1428,236
12350,1428,237
12351,1428,237
12352,1428,237
12353,1428,238
12354,1428,238
12355,1428,238
12356,1426,238
12357,1426,238
12358,1426,238
12359,1426,238
12360,1426,238
12361,1426,238
12362,1426,238
12363,1426,238
12364,1428,237
12365,1428,234
12366,1428,223
12367,1428,237
12368,1428,237
12369,1428,237
12370,1428,237
12371,1428,238
12372,1430,238
12373,1430,238
12374,1430,239
12375,1430,239
12376,1430,239
12377,1430,239
12378,1430,239
12379,1430,239
12380,1430,238
12381,1430,237
12382,1430,237
12383,1430,237
12384,1430,236
12385,1430,232
12386,1430,231
12387,1432,235
12388,1432,235
12389,1432,235
12390,1432,234
12391,1432,234
12392,1432,231
12393,1432,234
12394,1432,234
12395,1432,232
12396,1432,231
12397,1432,235
12398,1432,237
12399,1432,238
12400,1432,238
12401,1432,238
12402,1432,237
12403,1430,235
12404,1430,233
12405,1430,229
12406,1430,233
12407,1430,233
12408,1430,233
12409,1430,231
12410,1432,224
12411,1432,232
12412,1432,230
12413,1432,222
12414,1432,234
12415,1432,235
12416,1432,235
12417,1432,236
12418,1434,236
12419,1434,237
12420,1434,237
12421,1434,237
12422,1434,237
12423,1434,236
12424,1434,236
12425,1434,236
12426,1436,236
12427,1436,235
12428,1436,234
12429,1436,234
12430,1436,233
12431,1436,232
12432,1436,224
12433,1436,233
12434,1436,234
12435,1436,234
12436,1436,235
12437,1436,235
12438,1438,235
12439,1438,235
12440,1438,234
12441,1438,235
12442,1438,235
12443,1440,233
12444,1440,224
12445,1440,232
12446,1442,232
12447,1442,234
12448,1442,235
12449,1442,227
12450,1442,234
12451,1442,234
12452,1442,234
12453,1442,235
12454,1442,235
12455,1442,236
12456,1442,236
12457,1442,236
12458,1442,236
12459,1442,235
12460,1444,234
12461,1444,234
12462,1444,235
12463,1444,235
12464,1444,235
12465,1444,234
12466,1444,234
12467,1444,231
12468,1444,233
12469,1444,232
12470,1446,225
12471,1446,235
12472,1446,237
12473,1446,237
12474,1446,238
12475,1446,238
12476,1446,238
12477,1446,238
12478,1448,239
12479,1448,239
12480,1448,239
12481,1448,239
12482,1450,239
12483,1450,239
12484,1450,239
12485,1450,239
12486,1452,239
12487,1452,239
12488,1452,239
12489,1452,239
12490,1452,239
12491,1452,239
12492,1454,239
12493,1454,239
12494,1454,238
12495,1454,239
12496,1454,239
12497,1454,238
12498,1454,238
12499,1456,238
12500,1456,238
12501,1456,237
12502,1456,236
12503,1458,236
12504,1458,234
12505,1458,230
12506,1458,232
12507,1458,231
12508,1458,229
12509,1460,231
12510,1460,235
12511,1460,236
12512,1460,237
12513,1460,237
12514,1462,237
12515,1462,236
12516,1462,237
12517,1462,236
12518,1464,231
12519,1464,236
12520,1464,237
12521,1466,238
12522,1466,238
12523,1468,239
12524,1468,239
12525,1470,239
12526,1470,239
12527,1470,239
12528,1470,238
12529,1470,236
12530,1470,235
12531,1470,228
12532,1470,232
12533,1472,232
12534,1472,229
12535,1472,234
12536,1472,235
12537,1474,236
12538,1474,237
12539,1474,236
12540,1474,236
12541,1476,236
12542,1476,237
12543,1476,236
12544,1478,229
12545,1478,235
12546,1480,237
12547,1480,237
12548,1482,237
12549,1484,237
12550,1484,237
12551,1486,237
12552,1486,237
12553,1486,237
12554,1486,237
12555,1486,237
12556,1486,237
12557,1486,237
12558,1488,237
12559,1488,237
12560,1488,237
12561,1488,237
12562,1490,236
12563,1490,237
12564,1490,236
12565,1490,228
12566,1492,232
12567,1492,232
12568,1492,237
12569,1492,238
12570,1492,238
12571,1492,238
12572,1492,239
12573,1492,239
12574,1492,239
12575,1492,239
12576,1494,239
12577,1494,239
12578,1494,239
12579,1494,239
12580,1494,239
12581,1494,239
12582,1494,239
12583,1494,238
12584,1494,237
12585,1496,237
12586,1496,237
12587,1496,236
12588,1494,236
12589,1494,230
12590,1494,234
12591,1494,236
12592,1494,237
12593,1492,236
12594,1492,228
12595,1492,237
12596,1492,237
12597,1492,237
12598,1492,237
12599,1492,237
12600,1492,237
12601,1490,237
12602,1490,237
12603,1490,237
12604,1490,237
12605,1490,237
12606,1490,237
12607,1492,236
12608,1490,228
12609,1490,233
12610,1490,233
12611,1488,237
12612,1488,237
12613,1488,237
12614,1488,238
12615,1488,238
12616,1488,238
12617,1488,239
12618,1488,239
12619,1488,239
12620,1488,239
12621,1488,239
12622,1488,239
12623,1488,239
12624,1488,239
12625,1488,239
12626,1488,239
12627,1488,239
12628,1488,239
12629,1488,238
12630,1488,239
12631,1488,238
12632,1488,238
12633,1488,238
12634,1488,238
12635,1488,238
12636,1486,238
12637,1486,238
12638,1486,238
12639,1486,238
12640,1486,238
12641,1486,238
12642,1486,236
12643,1486,236
12644,1486,236
12645,1486,236
12646,1484,234
12647,1484,231
12648,1484,230
12649,1484,231
12650,1484,231
12651,1484,236
12652,1484,237
12653,1484,237
12654,1484,237
12655,1484,237
12656,1484,237
12657,1484,237
12658,1484,237
12659,1482,237
12660,1482,237
12661,1482,237
12662,1482,234
12663,1482,226
12664,1484,235
12665,1484,236
12666,1484,236
12667,1484,236
12668,1484,236
12669,1484,236
12670,1484,236
12671,1484,234
12672,1484,230
12673,1484,234
12674,1484,234
12675,1482,240
12676,1482,253
12677,1482,254
12678,1482,256
12679,1482,255
12680,1482,256
12681,1482,256
12682,1482,257
12683,1482,257
12684,1482,257
12685,1484,257
12686,1484,257
12687,1484,257
12688,1484,258
12689,1484,257
12690,1484,257
12691,1484,257
12692,1486,258
12693,1486,258
12694,1486,258
12695,1486,257
12696,1486,258
12697,1486,258
12698,1486,258
12699,1486,257
12700,1486,257
12701,1486,257
12702,1486,257
12703,1486,257
12704,1486,258
12705,1486,257
12706,1486,257
12707,1486,257
12708,1486,257
12709,1488,257
12710,1488,257
12711,1488,257
12712,1488,257
12713,1488,257
12714,1488,256
12715,1488,256
12716,1488,256
12717,1486,257
12718,1486,257
12719,1486,256
12720,1486,256
12721,1486,256
12722,1488,256
12723,1488,256
12724,1488,256
12725,1488,256
12726,1488,256
12727,1488,256
12728,1488,256
12729,1488,255
12730,1488,255
12731,1488,255
12732,1488,255
12733,1488,255
12734,1488,254
12735,1488,254
12736,1488,254
12737,1488,253
12738,1490,253
12739,1490,253
12740,1490,253
12741,1490,253
12742,1490,255
12743,1492,253
12744,1492,253
12745,1494,253
12746,1494,253
12747,1494,253
12748,1496,253
12749,1496,253
12750,1496,253
12751,1498,253
12752,1498,253
12753,1498,253
12754,1500,253
12755,1500,253
12756,1500,254
12757,1500,253
12758,1500,253
12759,1500,252
12760,1502,252
12761,1502,252
12762,1502,252
12763,1502,252
12764,1502,251
12765,1502,251
12766,1504,251
12767,1504,240
12768,1506,240
12769,1506,238
12770,1506,240
12771,1508,239
12772,1508,239
12773,1508,239
12774,1508,239
12775,1508,239
12776,1508,239
12777,1508,239
12778,1508,237
12779,1510,238
12780,1510,237
12781,1512,238
12782,1512,238
12783,1512,239
12784,1512,238
12785,1514,238
12786,1514,238
12787,1514,239
12788,1516,238
12789,1516,238
12790,1516,238
12791,1516,238
12792,1516,238
12793,1516,238
12794,1516,238
12795,1518,247
12796,1518,249
12797,1518,249
12798,1518,234
12799,1518,232
12800,1518,223
12801,1518,242
12802,1518,244
12803,1518,238
12804,1518,242
12805,1518,238
12806,1520,244
12807,1520,239
12808,1522,241
12809,1522,239
12810,1524,236
12811,1524,232
12812,1526,238
12813,1526,229
12814,1528,233
12815,1528,243
12816,1528,242
12817,1528,240
12818,1528,239
12819,1528,241
12820,1528,239
12821,1528,250
12822,1528,239
12823,1528,237
12824,1528,238
12825,1528,232
12826,1528,238
12827,1526,250
12828,1526,250
12829,1526,253
12830,1526,251
12831,1528,251
12832,1528,252
12833,1528,251
12834,1528,245
12835,1530,236
12836,1530,221
12837,1530,224
12838,1530,225
12839,1530,230
12840,1530,226
12841,1530,228
12842,1530,227
12843,1530,225
12844,1530,219
12845,1530,228
12846,1530,229
12847,1530,223
12848,1530,221
12849,1530,226
12850,1530,230
12851,1530,232
12852,1532,234
12853,1532,233
12854,1534,234
12855,1534,233
12856,1534,234
12857,1534,234
12858,1534,235
12859,1534,234
12860,1534,227
12861,1534,231
12862,1534,234
12863,1534,234
12864,1536,233
12865,1536,233
12866,1536,233
12867,1536,232
12868,1536,226
12869,1536,229
12870,1536,233
12871,1536,234
12872,1538,234
12873,1538,235
12874,1538,234
12875,1538,235
12876,1538,234
12877,1538,234
12878,1538,234
12879,1540,234
12880,1540,234
12881,1540,233
12882,1542,233
12883,1542,234
12884,1542,234
12885,1542,234
12886,1542,233
12887,1542,232
12888,1542,225
12889,1542,226
12890,1542,225
12891,1542,230
12892,1542,230
12893,1542,231
12894,1542,231
12895,1544,230
12896,1544,230
12897,1544,229
12898,1544,229
12899,1544,227
12900,1544,225
12901,1544,227
12902,1544,220
12903,1544,229
12904,1544,228
12905,1546,229
12906,1546,228
12907,1546,228
12908,1546,227
12909,1546,224
12910,1546,224
12911,1548,230
12912,1548,231
12913,1548,231
12914,1550,232
12915,1550,231
12916,1552,230
12917,1552,232
12918,1552,233
12919,1554,231
12920,1554,231
12921,1556,224
12922,1556,228
12923,1558,233
12924,1558,232
12925,1560,233
12926,1560,233
12927,1562,233
12928,1562,226
12929,1564,232
12930,1564,229
12931,1566,224
12932,1566,224
12933,1568,225
12934,1568,233
12935,1570,233
12936,1572,231
12937,1572,227
12938,1574,234
12939,1574,236
12940,1574,236
12941,1576,237
12942,1576,236
12943,1576,237
12944,1578,237
12945,1578,237
12946,1578,237
12947,1580,237
12948,1580,236
12949,1580,237
12950,1580,237
12951,1582,236
12952,1582,237
12953,1582,236
12954,1584,235
12955,1582,235
12956,1582,237
12957,1582,234
12958,1582,233
12959,1584,228
12960,1584,228
12961,1584,222
12962,1584,232
12963,1584,231
12964,1584,231
12965,1586,230
12966,1586,230
12967,1586,223
12968,1586,233
12969,1586,237
12970,1586,237
12971,1586,237
12972,1586,237
12973,1586,237
12974,1586,237
12975,1586,237
12976,1586,236
12977,1586,233
12978,1588,234
12979,1588,233
12980,1588,233
12981,1588,232
12982,1588,229
12983,1588,230
12984,1588,229
12985,1586,221
12986,1586,232
12987,1586,232
12988,1586,232
12989,1586,232
12990,1586,224
12991,1586,231
12992,1586,225
12993,1586,226
12994,1586,232
12995,1586,233
12996,1586,232
12997,1586,233
12998,1586,234
12999,1586,234
13000,1586,233
13001,1586,233
13002,1586,224
13003,1586,231
13004,1586,231
13005,1586,231
13006,1586,229
13007,1586,230
13008,1586,237
13009,1586,237
13010,1588,237
13011,1588,238
13012,1588,238
13013,1588,238
13014,1588,238
13015,1588,237
13016,1588,238
13017,1588,238
13018,1590,237
13019,1590,237
13020,1590,238
13021,1590,238
13022,1590,238
13023,1590,237
13024,1590,236
13025,1590,236
13026,1590,234
13027,1590,234
13028,1590,224
13029,1590,231
13030,1590,233
13031,1590,240
13032,1590,235
13033,1590,234
13034,1592,232
13035,1592,232
13036,1592,234
13037,1592,232
13038,1594,232
13039,1594,227
13040,1594,227
13041,1596,235
13042,1596,235
13043,1596,234
13044,1596,234
13045,1598,234
13046,1598,235
13047,1600,233
13048,1600,236
13049,1600,237
13050,1600,236
13051,1602,234
13052,1602,238
13053,1602,238
13054,1602,237
13055,1604,237
13056,1604,235
13057,1604,234
13058,1604,233
13059,1606,233
13060,1606,234
13061,1606,233
13062,1606,234
13063,1608,233
13064,1608,234
13065,1608,231
13066,1608,232
13067,1608,228
13068,1608,235
13069,1610,234
13070,1610,232
13071,1610,235
13072,1610,236
13073,1610,237
13074,1610,238
13075,1612,237
13076,1612,238
13077,1612,238
13078,1614,238
13079,1614,238
13080,1614,236
13081,1614,236
13082,1614,234
13083,1614,233
13084,1614,236
13085,1614,234
13086,1614,235
13087,1616,235
13088,1616,234
13089,1616,234
13090,1616,233
13091,1616,234
13092,1616,232
13093,1616,232
13094,1618,233
13095,1618,233
13096,1618,231
13097,1618,232
13098,1618,230
13099,1618,230
13100,1618,225
13101,1618,230
13102,1618,233
13103,1618,235
13104,1618,236
13105,1616,237
13106,1616,237
13107,1616,238
13108,1616,238
13109,1616,239
13110,1618,238
13111,1618,237
13112,1616,234
13113,1616,233
13114,1616,237
13115,1616,237
13116,1616,228
13117,1616,228
13118,1616,232
13119,1616,236
13120,1614,237
13121,1614,235
13122,1614,237
13123,1614,237
13124,1614,237
13125,1616,237
13126,1616,238
13127,1616,238
13128,1616,238
13129,1616,237
13130,1616,237
13131,1616,238
13132,1616,234
13133,1616,233
13134,1616,233
13135,1616,238
13136,1616,239
13137,1616,234
13138,1616,237
13139,1616,237
13140,1616,236
13141,1614,232
13142,1614,236
13143,1614,237
13144,1614,237
13145,1614,237
13146,1614,237
13147,1614,233
13148,1614,236
13149,1614,232
13150,1616,233
13151,1616,232
13152,1616,229
13153,1616,225
13154,1616,229
13155,1618,230
13156,1618,236
13157,1620,236
13158,1620,236
13159,1622,235
13160,1622,234
13161,1622,235
13162,1622,235
13163,1622,235
13164,1624,234
13165,1624,234
13166,1624,234
13167,1626,232
13168,1626,234
13169,1626,234
13170,1628,234
13171,1628,234
13172,1628,234
13173,1628,221
13174,1630,232
13175,1630,233
13176,1630,233
13177,1630,221
13178,1632,232
13179,1632,233
13180,1632,234
13181,1632,234
13182,1634,231
13183,1634,227
13184,1634,232
13185,1634,233
13186,1634,233
13187,1634,233
13188,1636,233
13189,1636,233
13190,1636,233
13191,1636,234
13192,1636,234
13193,1636,234
13194,1636,235
13195,1636,235
13196,1638,235
13197,1638,235
13198,1638,236
13199,1638,236
13200,1638,236
13201,1638,236
13202,1640,236
13203,1640,237
13204,1640,236
13205,1642,236
13206,1642,237
13207,1642,236
13208,1642,235
13209,1642,235
13210,1642,235
13211,1642,233
13212,1642,235
13213,1644,234
13214,1644,234
13215,1644,233
13216,1644,234
13217,1644,231
13218,1646,233
13219,1646,228
13220,1646,233
13221,1646,228
13222,1646,232
13223,1646,233
13224,1648,234
13225,1648,235
13226,1646,234
13227,1646,235
13228,1646,236
13229,1646,235
13230,1646,232
13231,1646,235
13232,1646,235
13233,1646,235
13234,1646,230
13235,1646,234
13236,1646,230
13237,1646,234
13238,1648,236
13239,1648,236
13240,1648,234
13241,1648,235
13242,1646,232
13243,1646,232
13244,1646,234
13245,1646,235
13246,1646,233
13247,1646,234
13248,1644,235
13249,1644,235
13250,1644,232
13251,1644,234
13252,1644,235
13253,1644,235
13254,1644,232
13255,1644,234
13256,1644,235
13257,1644,227
13258,1644,232
13259,1644,234
13260,1644,235
13261,1644,235
13262,1644,235
13263,1644,235
13264,1644,232
13265,1644,232
13266,1644,234
13267,1644,231
13268,1644,232
13269,1644,234
13270,1644,234
13271,1644,235
13272,1644,235
13273,1644,235
13274,1644,236
13275,1644,236
13276,1642,236
13277,1642,236
13278,1642,236
13279,1642,235
13280,1642,235
13281,1642,229
13282,1642,232
13283,1640,232
13284,1640,233
13285,1640,234
13286,1640,233
13287,1640,233
13288,1640,233
13289,1640,234
13290,1640,230
13291,1640,229
13292,1640,231
13293,1640,232
13294,1640,231
13295,1642,235
13296,1642,236
13297,1642,236
13298,1642,236
13299,1642,236
13300,1642,235
13301,1642,234
13302,1642,235
13303,1642,234
13304,1642,235
13305,1642,235
13306,1642,234
13307,1640,231
13308,1640,226
13309,1640,231
13310,1640,230
13311,1640,232
13312,1640,233
13313,1640,233
13314,1640,234
13315,1640,236
13316,1640,236
13317,1640,236
13318,1640,236
13319,1640,237
13320,1640,237
13321,1640,237
13322,1640,237
13323,1640,237
13324,1640,237
13325,1640,237
13326,1640,232
13327,1640,237
13328,1642,237
13329,1642,237
13330,1642,237
13331,1642,237
13332,1642,238
13333,1642,237
13334,1642,236
13335,1642,235
13336,1644,233
13337,1644,235
13338,1644,236
13339,1644,237
13340,1644,237
13341,1644,237
13342,1644,237
13343,1644,237
13344,1644,230
13345,1644,236
13346,1644,237
13347,1646,233
13348,1646,236
13349,1648,236
13350,1648,237
13351,1650,237
13352,1650,237
13353,1652,237
13354,1652,237
13355,1654,237
13356,1654,238
13357,1656,238
13358,1658,238
13359,1660,238
13360,1660,236
13361,1662,233
13362,1662,233
13363,1664,237
13364,1664,237
13365,1666,239
13366,1666,238
13367,1666,239
13368,1668,239
13369,1668,239
13370,1670,239
13371,1670,240
13372,1672,240
13373,1672,240
13374,1672,240
13375,1674,240
13376,1674,240
13377,1674,240
13378,1676,240
13379,1676,240
13380,1678,240
13381,1678,239
13382,1680,238
13383,1682,239
13384,1682,236
13385,1684,237
13386,1684,238
13387,1684,239
13388,1686,239
13389,1686,237
13390,1688,239
13391,1688,239
13392,1690,239
13393,1690,239
13394,1692,240
13395,1692,240
13396,1692,238
13397,1692,238
13398,1692,238
13399,1692,239
13400,1692,239
13401,1692,240
13402,1692,240
13403,1694,240
